date,쌀,돼지고기,쇠고기국산,우유,라면,스낵과자,달걀,닭고기,두부,마른멸치,고등어,파,참기름,맛김,콩나물,탄산음료,밀가루,담배국산,맥주,소주,세탁료,전세,월세,전기료,도시가스,상수도료,세탁세제,치과진료비,감기약,휘발유,시내버스료,도시철도료,휴대전화료,영화관람료,삼겹살외식,설렁탕,미용료,목욕료,외래진료비
2012.1,100.394,82.534,88.604,89.694,99.965,92.938,93.146,99.113,95.466,96.441,89.939,155.916,100.027,93.896,96.09,84.479,92.58,56.4,99.859,92.012,98.702,90.673,97.374,97.076,107.674,100,120.1,105.465,91.036,130.276,93.01,92,100,91.719,94.899,92.168,90.517,92.015,94.928
2012.11,103.002,73.104,87.771,89.694,99.79,93.276,85.623,99.426,95.8,96.166,93.031,139.618,99.872,93.896,95.732,86.088,92.58,56.4,99.783,92.099,98.702,90.92,97.648,97.076,107.674,100,117.536,104.819,91.036,126.895,93.01,92,100,91.719,94.899,92.168,90.517,92.015,94.928
2012.12,103.947,74.529,87.811,89.694,99.68,92.08,87.535,92.469,98.094,95.141,95.883,132.046,98.752,93.896,96.375,86.51,91.739,56.4,100.315,92.099,100,91.166,97.821,97.076,107.674,100,106.094,104.819,91.036,126.257,93.01,92,100,91.719,94.899,92.168,90.517,92.015,94.928
2013.01,102.529,74.506,87.118,89.694,99.68,93.024,87.535,92.722,100.878,95.919,95.423,132.53,100.181,93.896,96.375,86.424,92.422,56.4,99.631,99.429,100,91.412,97.921,99.029,107.674,100,105.161,105.556,91.185,125.629,93.01,92,100,91.719,93.953,93.31,90.517,94.219,96.644
2013.02,103.8,70.147,89.106,89.694,99.68,93.024,86.838,97.404,100.878,95.805,102.147,141.554,96.638,93.896,96.042,86.124,96.145,56.4,99.631,100.059,100,91.658,98.103,99.029,107.674,100,105.702,105.869,91.578,127.82,93.01,92,100,92.728,94.694,93.31,90.597,94.219,96.616
2013.03,103.621,66.999,84.659,89.694,99.984,93.914,83.507,103.38,101.376,97.913,102.087,134.964,94.457,93.896,95.049,87.068,102.442,56.4,99.26,99.245,100,91.986,98.294,99.029,112.199,100,103.445,105.869,91.578,129.703,93.01,92,100,92.728,94.694,93.31,90.597,93.754,96.616
2013.04,104.958,69.802,84.458,89.694,99.984,93.331,91.555,99.244,101.376,97.941,102.568,138.124,96.6,93.896,93.39,86.947,102.67,56.4,99.26,100.427,100,92.315,98.467,99.029,112.199,100,102.958,105.869,91.892,127.072,93.01,92,100,92.728,94.694,93.31,90.597,93.754,96.355
2013.05,104.077,73.74,83.424,89.881,100.481,94.063,95.517,98.193,101.912,99.233,102.057,117.357,97.546,93.896,99.044,86.975,102.67,56.4,99.032,100.427,100,92.561,98.559,99.029,112.199,100,104.547,105.445,91.892,123.691,93.01,92,100,92.728,94.694,92.168,90.597,93.754,96.355
2013.06,104.738,82.879,83.584,89.759,100.325,94.063,90.349,99.992,101.912,101.369,101.017,86.484,99.611,92.339,98.289,87.047,103.047,56.4,99.174,99.613,100,92.807,98.559,99.029,112.199,100,117.546,105.445,92.73,124.319,93.01,92,100,92.728,96.162,93.31,89.34,93.754,96.355
2013.07,104.118,91.482,83.886,89.759,100.279,94.008,90.456,100.306,101.912,102.489,101.227,91.224,95.432,93.896,99.409,86.739,100.279,56.4,99.298,99.613,100,92.971,98.65,99.029,112.199,100,96.654,100.066,92.73,126.389,93.01,92,100,93.343,96.162,93.31,89.34,93.754,96.336
2013.08,105.153,89.337,85.552,89.808,99.883,93.945,94.918,102.075,101.508,101.739,94.792,100.533,99.92,93.372,99.409,86.024,99.534,56.4,99.374,99.972,100,93.217,99.014,99.029,113.388,100,87.786,99.712,92.73,126.829,93.01,92,100,93.343,96.162,93.31,90.581,93.754,96.448
2013.09,105.74,88.969,90.572,99.861,100.638,93.945,99.554,102.864,99.673,101.597,93.311,95.337,93.115,93.372,98.663,85.48,97.511,56.4,99.032,99.972,100,93.381,99.196,99.029,113.388,100,97.893,99.349,92.73,125.761,93.01,92,100,93.343,96.162,93.31,93.269,96.595,96.345
2013.1,107.142,84.572,89.649,99.91,100.748,92.914,97.888,105.817,101.508,101.796,90.269,75.994,98.424,93.934,99.782,84.565,99.753,56.4,99.032,99.972,100,93.628,99.287,99.029,113.388,100,92.427,98.703,92.73,123.691,93.01,92,100,93.343,96.162,95.576,94.096,96.595,96.411
2013.11,106.653,78.42,89.026,100.048,100.638,93.67,101.088,104.876,101.508,102.214,89.649,88.007,99.872,93.934,98.663,83.864,99.158,56.4,99.298,99.517,98.683,93.792,99.287,101.708,113.388,100,108.944,98.491,92.73,122.127,93.01,92,100,93.343,96.162,95.576,92.792,96.595,96.401
2013.12,106.767,84.871,89.016,100.048,100.61,96.33,102.958,103.026,101.508,102.214,89.459,93.843,99.92,93.462,99.782,85.759,99.683,56.4,99.298,99.071,100,94.12,99.378,101.708,113.388,100,99.949,98.491,92.73,122.447,93.01,92,100,93.343,96.162,95.576,94.096,95.754,96.401
2014.01,104.2,79.462,90.281,100.048,100.15,95.354,105.887,102.702,101.508,102.214,90.5,76.35,98.424,93.462,96.518,86.052,100.2,56.4,99.479,98.616,100,94.366,99.56,101.708,119.728,100,93.115,99.339,92.73,123.129,93.01,92,100,93.343,96.162,95.576,97.253,95.771,98.397
2014.02,103.857,79.209,89.829,100.048,100.61,94.669,98.167,97.232,100.217,102.214,95.373,73.375,99.911,96.098,100.148,87.411,99.604,56.4,99.479,99.158,100,94.776,99.56,101.708,119.728,100,96.082,99.712,92.73,122.942,93.01,92,100,93.343,96.911,95.576,98.089,96.644,98.397
2014.03,102.871,89.283,88.775,100.048,100.242,100.32,98.323,98.294,100.217,101.264,98.985,67.325,99.64,96.098,98.686,90.437,102.74,56.4,99.26,98.616,100,95.105,99.652,101.708,119.728,100,93.529,99.712,92.73,123.317,93.01,92,100,97.268,96.911,95.576,98.089,96.644,98.378
2014.04,103.98,93.083,89.548,100.048,100.831,101.65,105.001,104.462,101.003,102.461,100.226,57.974,99.158,96.098,99.06,92.104,103.047,56.4,99.26,98.703,101.317,95.597,99.743,101.708,119.728,100,90.149,99.722,92.73,122.997,93.01,92,100,98.277,96.911,95.576,99.472,96.644,98.294
2014.05,101.796,94.216,90.793,100.048,100.831,99.777,105.78,99.598,101.003,101.549,104.799,61.347,99.158,96.839,99.06,92.898,103.047,56.242,98.927,99.701,101.317,95.761,99.743,101.708,119.728,100,97.957,99.722,92.887,122.447,93.01,92,100,98.277,96.911,95.576,99.472,96.644,98.294
2014.06,103.751,101.685,92.259,100.048,98.409,100.863,104.451,95.564,101.003,102.195,105.299,66.998,100.924,97.303,99.06,92.898,103.047,56.242,99.26,98.248,101.317,96.007,99.743,101.708,119.728,100,85.244,99.722,92.887,122.182,93.01,92,100,98.277,96.911,95.576,99.472,96.644,98.248
2014.07,104.061,103.547,93.916,99.91,100.831,101.713,102.13,93.562,101.003,102.793,107.101,66.642,98.028,97.303,100.148,92.898,101.628,56.242,99.231,98.529,100,96.171,99.743,101.708,118.539,100,98.9,99.722,92.887,122.381,93.01,92,100,98.277,96.911,95.576,98.144,96.644,98.248
2014.08,103.393,99.586,95.191,99.812,100.831,100.714,106.937,100.013,101.003,102.337,102.257,79.951,100.924,89.928,100.497,93.241,101.628,56.242,99.631,98.529,100,96.335,99.743,101.708,119.192,100,88.115,99.722,97.523,121.379,93.01,92,100,98.277,96.911,95.576,98.144,96.644,97.763
2014.09,100.614,100.084,96.928,99.812,100.831,101.469,106.051,91.843,101.71,102.565,100.286,85.402,101.098,96.517,100.497,93.863,99.009,56.242,99.184,99.875,100,96.582,99.834,101.708,119.192,100,108.223,99.722,97.523,119.562,93.01,92,100,98.277,96.911,95.576,99.472,98.318,97.735
2014.1,102.35,92.278,95.432,99.812,100.048,101.469,104.722,99.062,101.003,101.179,104.589,66.244,101.243,95.469,100.497,93.863,101.102,56.242,99.184,98.345,100,96.828,99.925,101.708,119.192,100,90.827,99.854,97.523,117.426,93.01,92,100,98.277,96.911,95.576,99.472,98.318,98.015
2014.11,104.159,91.42,97.108,99.812,100.61,100.902,108.151,101.357,101.003,101.872,105.9,65.02,102.121,98.703,100.497,94.664,101.4,56.242,99.184,99.788,100,97.238,99.925,101.708,119.192,100,94.842,99.652,98.187,114.045,93.01,92,100,98.277,96.911,96.726,99.472,98.318,97.987
2014.12,101.372,96.721,95.803,99.812,100.15,100.902,107.487,100.447,101.003,102.404,109.332,92.818,102.141,101.182,100.497,94.836,101.102,56.242,99.184,98.703,100,97.484,99.925,101.708,119.192,100,110.416,99.652,98.187,110.29,93.01,92,100,98.277,96.911,97.876,99.472,98.318,97.987
2015.01,101.68,94.69,96.56,99.83,100.37,101.19,103.21,105.18,101.72,103.08,109.94,73.87,102.63,99.62,100.33,95.82,100.43,100,99.16,99.75,100,98.25,99.85,101.62,112.45,100,108.74,100,98.26,99.71,93.4,92,100,99.57,96.9,99,100.65,100,100
2015.02,100.43,93.64,97.34,99.97,100.37,101.19,102.93,106.03,101.72,103.11,107.05,86.89,99.25,99.62,100.33,98.03,96.62,100,99.16,99.75,100,98.48,99.82,101.62,112.45,100,102.76,100,98.26,95.39,93.4,92,100,99.57,97.51,99,100.65,100,100
2015.03,98.35,90.97,96.64,99.96,100.37,101.19,101.37,103.67,99.03,103.1,109.43,86.09,101.06,99.62,99.54,100.58,101.12,100,99.54,99.75,100,98.71,99.84,101.62,102.79,100,103.94,100,98.26,99.96,93.4,92,100,99.77,97.51,100.2,100.17,100,100
2015.04,99.86,93.73,95.09,99.97,98.92,100.1,104.31,105.7,99.03,103.07,106.86,78.63,97.19,99.62,99.54,98.83,101.13,100,99.91,99.75,100,99.1,99.9,101.62,102.79,100,104.31,100,98.26,99.58,93.4,92,100,99.77,97.51,100.2,100.17,100,100
2015.05,99.27,101.87,93.8,99.98,99.91,100.08,104.08,105.67,99.03,101.94,103.97,102.88,98.59,101.22,98.75,101.12,101.12,100,99.91,98.48,100,99.45,99.98,101.62,94.29,100,101.48,100,98.26,102.28,93.4,92,100,99.77,97.51,100.2,100.46,100,100
2015.06,98.28,110.6,94.87,99.98,100.64,100.13,104.47,98.13,99.18,102.76,106.54,122.51,102.2,100.11,100.33,97.21,102.35,100,99.91,98.48,100,99.79,100.02,101.62,94.29,100,101.84,100,100.23,104.41,93.4,92,100,99.77,98.94,100.2,100.46,100,100
2015.07,100.41,106.04,97.69,100.15,99.11,101.72,99.31,98.94,100.42,99.97,103.75,112.05,101.89,99.93,100.33,100.25,100.34,100,100.52,99.75,100,100.14,100.01,95.14,94.29,100,97.29,100,100.54,103.9,106.6,108,100,100,102.13,100.2,97.64,100,100
2015.08,100.78,105.53,101.72,99.98,100.18,99.33,96.99,100.75,100.42,98.1,89.09,124.28,101.93,99.93,99.93,100.25,99.13,100,100.42,99.93,100,100.55,100,95.14,94.29,100,99.17,100,100.24,102.53,106.6,108,100,100,102.13,100.2,99.38,100,100
2015.09,100.65,106.06,104.98,99.98,100.11,99.54,98.87,95.32,100.42,96.06,88.58,107.7,96.01,99.93,99.54,100.86,98.41,100,100.13,99.66,100,100.89,100.05,95.14,98.09,100,102.23,100,100.24,100.4,106.6,108,100,100.33,102.47,100.2,99.38,100,100
2015.1,101.32,99.94,105.92,100.07,100.11,98.22,97.15,94.15,99.67,96.95,91.63,100.1,95.6,99.93,99.93,102.35,99.92,100,100.75,98.76,100,101.17,100.11,101.62,98.09,100,95.3,100,100.4,99.14,106.6,108,100,100.33,102.47,100.2,99.91,100,100
2015.11,100.41,96.54,107.49,100.06,99.46,99.63,94.27,93.87,99.46,95.11,93.36,89.85,100.48,99.93,100.72,102.35,100.39,100,100.02,99.3,100,101.5,100.2,101.62,98.09,100,97.36,100,103.18,97.33,106.6,108,100,100.56,102.47,100.2,100.47,100,100
2015.12,98.58,100.39,107.89,100.07,100.46,97.72,93.05,92.6,99.92,96.76,89.81,115.15,103.17,100.56,100.72,102.35,99.07,100,100.54,106.63,100,101.97,100.26,101.62,98.09,100,85.58,100,103.87,95.39,106.6,108,100,100.56,102.47,100.2,100.67,100,100
2016.01,95.09,97.81,108.98,100.06,99.57,97.06,93.1,95.11,100.64,95.12,91.14,117.41,103.58,97.18,101.5,102.35,97.94,100,101.55,106.36,100,102.28,100.4,101.62,90.27,100,88.69,101.94,103.87,92.38,106.6,108,100,100.66,102.47,101.02,100.67,100,102.31
2016.02,97.2,97.3,112.35,100.06,100.83,97.44,90.96,94.68,101.61,95.03,95.1,156.86,101.59,101.03,101.9,102.07,99.6,100,101.65,106.36,100,102.48,100.4,101.62,90.27,100,98.38,101.94,103.87,90.19,106.6,108,100,100.69,102.47,101.02,100.49,100,102.31
2016.03,98.97,94.12,110.21,100.05,100.83,98.18,85.15,93.53,101.68,99.05,97.67,123.91,103.3,101.21,100.89,103.13,101.26,100,101.65,106.36,100,102.82,100.4,101.62,82.4,100,95.08,101.94,104.42,89.31,106.6,108,100,101.32,103.1,101.93,99.76,101.19,102.31
2016.04,96.91,96.21,110.53,99.98,100.83,97.34,81.91,90.91,101.68,99.85,95.8,111.07,100.64,100.58,102.19,99.98,97.18,100,101.76,106.54,100,103.03,100.46,101.62,82.4,100,83.06,101.94,104.42,89.94,106.6,108,100,101.32,103.1,101.93,100.3,102.39,102.31
2016.05,94.07,98.4,110.88,99.99,100.8,97.31,81.24,90.57,102.23,99.78,98.6,123.66,100.7,105.29,105.83,97.48,94.99,100,101.76,106.54,100,103.25,100.55,101.62,78.93,100,74.32,101.94,104.42,92.13,106.6,108,100,103.5,103.04,101.93,100.59,102.39,102.31
2016.06,93.1,107.85,110.95,100.27,101.07,94.42,85.09,92.99,102.23,99.16,95.06,103.29,101.43,102.03,105.83,100.88,97.71,100,101.55,106.54,100,103.58,100.58,101.62,78.93,100,88.4,101.94,104.42,96.2,106.6,108,100,103.5,103.04,101.93,101.01,102.39,102.31
2016.07,91.29,105.17,112.85,99.55,98.89,94.77,84.54,93.97,102.23,100.16,94.72,86.87,98.49,104.24,107.99,98.43,97,100,101.55,106.9,100,103.93,100.75,82.59,78.93,100,95.25,101.94,104.42,96.45,106.6,108,100,103.5,103.04,102.98,101.01,102.39,102.31
2016.08,92.8,101.29,114.65,99.49,100.34,96.97,85.32,96.2,102.03,98.74,89.36,89.89,101.07,104.24,106.55,97.94,100.81,100,102.88,107.63,100,104.29,100.74,82.59,78.93,100,88.03,101.94,104.42,95.64,106.6,108,100,103.5,103.04,102.98,100.6,102.98,102.31
2016.09,90.15,108.49,117.5,99.49,100.2,100.55,89.68,101.17,102.23,100.44,89.65,130,102.14,104.24,106.55,95.8,94.16,100,101.55,106.9,100,104.67,100.71,82.59,78.93,100,92.45,101.94,104.42,95.39,106.6,108,100,103.5,103.04,102.98,100.6,102.98,102.31
2016.1,89.98,105.88,116.89,99.16,99.57,105.1,89.37,102.37,98.67,98.05,86.74,128.41,107.03,110.46,107.97,102.28,97.17,100,101.55,106.9,100,104.8,100.7,101.62,78.93,100,85.11,101.94,104.42,95.45,106.6,108,100,103.5,103.04,102.98,101.32,102.98,102.31
2016.11,89.14,104.39,115.73,98.56,99.8,107.89,92.59,96.99,100.31,101.16,85.51,141.05,107.33,110.46,104.07,103.26,96.32,100,103.19,106.9,100,105.08,100.77,101.62,83.24,100,85.56,101.94,104.42,95.82,106.6,108,100,103.5,103.04,102.98,101.32,102.98,102.31
2016.12,88.12,102.4,114.39,98.51,99.82,105.23,104.09,97.82,97.16,98.87,85.56,149.85,101.37,110.46,104.07,103.06,95.6,100,102.83,106.9,100,105.52,100.73,89.83,83.24,100,87.23,101.94,104.42,97.27,106.6,108,100,103.5,103.04,104.05,101.32,102.98,102.31
2017.01,85.7,100.93,114.59,98.51,104.7,107.22,162.45,93.21,98.08,103.19,86.02,144.68,103.44,109.48,104.07,105.53,95.53,100,104.5,106.9,100,105.74,100.65,89.83,83.24,100,85.39,104.39,104.42,100.65,106.6,108,100,103.5,103.04,104.05,101.32,102.98,104.94
2017.02,86.2,100.74,114.94,98.56,105.41,107.72,150,100.63,98.08,100.47,91.6,140.79,103.94,111.23,105.53,106.24,92.37,100,105.76,111.81,98.61,106.11,100.75,89.83,83.24,100,85.87,104.39,104.67,101.02,106.6,108,100,103.5,103.55,105.85,101.32,102.98,104.94
2017.03,84.43,100.17,113.75,98.45,105.6,106.83,135.14,108.2,98.91,103.09,99.46,158.8,105,111.37,107.73,105.73,90.72,100,106.74,114.65,98.61,106.45,100.74,89.83,85.57,100,84.55,104.39,105.46,100.21,106.6,108,100,103.5,104.32,105.85,101.32,102.98,104.94
2017.04,81.48,102.38,113.78,98.45,106.15,106.99,142.69,103.81,97.64,101.49,102.44,108.15,99.95,107.91,110.3,106.08,89.68,100,106.92,114.65,100.01,106.8,100.7,89.83,85.57,100,84.58,104.39,105.46,98.52,106.6,108,100,103.5,105.67,106.95,101.92,102.98,104.94
2017.05,82.82,110.68,113.26,98.45,105.89,102.89,156.49,107.7,98.57,101.07,107.01,102.94,90.48,110.58,112.21,102.52,97.15,100,107.36,114.65,100.01,107.09,100.91,89.83,87.1,100,83.9,104.39,105.46,98.39,106.6,108,100,103.5,106.32,106.95,97.21,102.98,104.94
2017.06,82.61,114.93,112.26,98.45,106.52,107.72,159.3,108.89,98.43,101.23,99.61,88.76,95.06,114.1,112.21,105.03,97.15,100,107.36,114.65,100.01,107.39,100.88,89.83,87.1,100,100.45,104.39,105.46,97.52,106.6,108,100,103.5,106.32,108.04,97.21,102.98,104.94
2017.07,85.25,117.3,114.85,98.49,106.36,107.89,151.54,100.83,97.35,102.86,94.92,94.75,100.77,114.1,112.21,105.25,96.49,100,107.36,114.65,100.01,107.62,100.85,89.83,87.52,100,84.97,104.39,105.46,96.45,106.6,108,100,103.5,106.89,108.04,97.21,102.98,104.94
2017.08,85.35,115.07,113.75,98.14,104.25,104.5,142.21,101.87,97.98,106.39,90.86,132.92,98.35,116.41,112.21,104.69,96.85,100,107.54,114.65,100.01,107.88,100.77,89.83,87.52,100,86.19,104.39,105.46,97.64,106.6,108,100,103.5,108.07,108.04,98.97,102.98,104.94
2017.09,89.73,115.3,116.01,98.86,105.6,105.85,110.85,98,98.6,105.42,90.38,124.52,99.57,116.41,112.21,105.56,94.8,100,108.35,114.65,100.01,108,100.74,89.83,87.52,100,85.62,104.39,105.92,99.21,106.6,108,100,103.5,108.07,108.04,98.97,102.98,104.94
2017.1,94.26,109.89,117.62,98.86,105.73,107.45,104.93,96.09,96.09,105.34,89.68,103.8,97.17,116.41,112.21,106.34,95.75,100,107.43,114.65,100.01,108.18,100.73,89.83,87.52,100,89.6,103.91,108.25,100.77,106.6,108,100,103.5,108.07,108.04,98.97,104.1,104.94
2017.11,94.57,103.02,114.8,99.37,106.06,106.75,104.98,101.32,97.19,103.43,92.32,84.77,91.33,116.41,107.34,100.29,96.54,100,108.21,114.65,100.01,108.44,100.74,89.83,80.05,100,83.37,101.91,108.25,101.46,106.6,108,100,103.5,109.05,108.04,98.97,104.1,104.94
2017.12,94.3,105.36,114.36,99.52,105.07,105.24,100.33,100.75,97.19,105.19,94.39,102.73,92.39,116.41,107.34,104.13,96.58,100,108.21,114.65,100.01,108.52,100.67,89.83,80.05,100,78.06,101.91,109.02,102.46,106.6,108,100,103.5,109.94,109.16,98.97,104.1,104.94
